value
(1995-03-23)23 March 1995 (aged 26)
(1997-07-14)14 July 1997 (aged 23)
(1996-05-21)21 May 1996 (aged 25)
(1994-03-05)5 March 1994 (aged 27)
(1994-02-08)8 February 1994 (aged 27)
(1997-01-29)29 January 1997 (aged 24)
(1998-04-14)14 April 1998 (aged 23)
(1995-12-20)20 December 1995 (aged 25)
(1995-01-08)8 January 1995 (aged 26)
(2000-03-25)25 March 2000 (aged 21)
(1997-05-10)10 May 1997 (aged 24)
(1985-07-15)15 July 1985 (aged 35)
(2001-05-21)21 May 2001 (aged 20)
(2000-12-29)29 December 2000 (aged 20)
(1999-06-25)25 June 1999 (aged 21)
(1995-07-15)15 July 1995 (aged 25)
(1994-11-10)10 November 1994 (aged 26)
(1996-04-05)5 April 1996 (aged 25)
(1998-10-21)21 October 1998 (aged 22)
(1999-04-03)3 April 1999 (aged 22)
(1999-12-08)8 December 1999 (aged 21)
(1987-01-24)24 January 1987 (aged 34)
(1989-07-21)21 July 1989 (aged 31)
(2001-04-13)13 April 2001 (aged 20)
(1993-04-24)24 April 1993 (aged 28)
(1994-12-03)3 December 1994 (aged 26)
(1997-10-22)22 October 1997 (aged 23)
(1990-03-14)14 March 1990 (aged 31)
(1997-03-22)22 March 1997 (aged 24)
(1999-01-12)12 January 1999 (aged 22)
(1990-12-26)26 December 1990 (aged 30)
(1989-07-16)16 July 1989 (aged 31)
(1993-06-22)22 June 1993 (aged 27)
(1992-08-08)8 August 1992 (aged 28)
(1995-09-23)23 September 1995 (aged 25)
(2000-09-14)14 September 2000 (aged 20)
(1997-01-03)3 January 1997 (aged 24)
(1999-04-22)22 April 1999 (aged 22)
(1993-10-09)9 October 1993 (aged 27)
(1997-07-08)8 July 1997 (aged 23)
(1997-11-10)10 November 1997 (aged 23)
(1992-07-17)17 July 1992 (aged 28)
(1997-11-05)5 November 1997 (aged 23)
(2000-11-17)17 November 2000 (aged 20)
(2000-05-30)30 May 2000 (aged 21)
(2002-04-27)27 April 2002 (aged 19)
(1999-11-22)22 November 1999 (aged 21)
(1992-05-11)11 May 1992 (aged 29)
(1989-03-02)2 March 1989 (aged 32)
(1985-11-14)14 November 1985 (aged 35)
(1990-11-28)28 November 1990 (aged 30)
(1987-04-24)24 April 1987 (aged 34)
(1989-01-12)12 January 1989 (aged 32)
(1991-06-28)28 June 1991 (aged 29)
(1997-05-07)7 May 1997 (aged 24)
(1993-05-13)13 May 1993 (aged 28)
(1991-01-07)7 January 1991 (aged 30)
(1993-09-04)4 September 1993 (aged 27)
(1988-03-06)6 March 1988 (aged 33)
(1992-02-26)26 February 1992 (aged 29)
(1987-05-06)6 May 1987 (aged 34)
(1991-09-12)12 September 1991 (aged 29)
(1993-03-29)29 March 1993 (aged 28)
(1992-08-24)24 August 1992 (aged 28)
(1995-06-28)28 June 1995 (aged 25)
(1995-04-15)15 April 1995 (aged 26)
(1990-12-03)3 December 1990 (aged 30)
(1995-12-05)5 December 1995 (aged 25)
(1989-08-02)2 August 1989 (aged 31)
(1993-10-02)2 October 1993 (aged 27)
(1994-12-04)4 December 1994 (aged 26)
(2002-05-27)27 May 2002 (aged 19)
(1994-05-14)14 May 1994 (aged 27)
(1986-11-05)5 November 1986 (aged 34)
(1996-05-31)31 May 1996 (aged 25)
(1992-08-03)3 August 1992 (aged 28)
(1989-03-26)26 March 1989 (aged 32)
(1997-05-20)20 May 1997 (aged 24)
(1996-04-10)10 April 1996 (aged 25)
(1996-05-20)20 May 1996 (aged 25)
(1991-09-03)3 September 1991 (aged 29)
(1991-06-05)5 June 1991 (aged 30)
(1992-02-14)14 February 1992 (aged 29)
(1999-12-29)29 December 1999 (aged 21)
(1997-10-06)6 October 1997 (aged 23)
(1990-04-23)23 April 1990 (aged 31)
(2000-07-03)3 July 2000 (aged 20)
(1994-03-10)10 March 1994 (aged 27)
(1989-02-01)1 February 1989 (aged 32)
(1991-02-21)21 February 1991 (aged 30)
(1989-05-31)31 May 1989 (aged 32)
(1999-02-07)7 February 1999 (aged 22)
(1994-06-15)15 June 1994 (aged 26)
(1993-03-16)16 March 1993 (aged 28)
(1992-08-04)4 August 1992 (aged 28)
(1995-08-05)5 August 1995 (aged 25)
(1996-01-01)1 January 1996 (aged 25)
(1990-06-08)8 June 1990 (aged 31)
(1992-02-16)16 February 1992 (aged 29)
(1989-11-24)24 November 1989 (aged 31)
(1988-06-15)15 June 1988 (aged 32)
(1994-09-14)14 September 1994 (aged 26)
(1988-03-10)10 March 1988 (aged 33)
(1997-07-23)23 July 1997 (aged 23)
(1995-10-28)28 October 1995 (aged 25)
(1994-10-21)21 October 1994 (aged 26)
(1993-04-17)17 April 1993 (aged 28)
(1997-09-09)9 September 1997 (aged 23)
(1990-03-29)29 March 1990 (aged 31)
(1991-06-18)18 June 1991 (aged 29)
(1993-03-21)21 March 1993 (aged 28)
(1994-09-22)22 September 1994 (aged 26)
(1987-02-20)20 February 1987 (aged 34)
(1997-03-05)5 March 1997 (aged 24)
(1993-12-18)18 December 1993 (aged 27)
(1993-03-12)12 March 1993 (aged 28)
(1994-07-13)13 July 1994 (aged 26)
(1990-07-12)12 July 1990 (aged 30)
(1994-09-13)13 September 1994 (aged 26)
(1998-08-24)24 August 1998 (aged 22)
(1988-09-15)15 September 1988 (aged 32)
(1987-03-13)13 March 1987 (aged 34)
(1999-08-18)18 August 1999 (aged 21)
(1994-09-19)19 September 1994 (aged 26)
(1999-06-18)18 June 1999 (aged 21)
(1987-01-27)27 January 1987 (aged 34)
(1990-09-19)19 September 1990 (aged 30)
(1999-09-27)27 September 1999 (aged 21)
(1995-05-20)20 May 1995 (aged 26)
(1989-03-24)24 March 1989 (aged 32)
(1990-12-26)26 December 1990 (aged 30)
(1992-11-05)5 November 1992 (aged 28)
(1996-09-11)11 September 1996 (aged 24)
(1997-03-07)7 March 1997 (aged 24)
(1991-06-13)13 June 1991 (aged 29)
(1994-02-11)11 February 1994 (aged 27)
(1988-03-17)17 March 1988 (aged 33)
(1987-04-05)5 April 1987 (aged 34)
(1993-11-21)21 November 1993 (aged 27)
(1995-10-17)17 October 1995 (aged 25)
(1999-02-25)25 February 1999 (aged 22)
(1996-05-30)30 May 1996 (aged 25)
(1983-08-20)20 August 1983 (aged 37)
(1996-09-20)20 September 1996 (aged 24)
(1989-02-18)18 February 1989 (aged 32)
(1997-03-02)2 March 1997 (aged 24)
(1988-08-22)22 August 1988 (aged 32)
(1993-01-15)15 January 1993 (aged 28)
(1999-02-23)23 February 1999 (aged 22)
(1998-02-18)18 February 1998 (aged 23)
(2001-11-04)4 November 2001 (aged 19)
(1996-02-01)1 February 1996 (aged 25)
(1985-10-30)30 October 1985 (aged 35)
(1991-03-06)6 March 1991 (aged 30)
(1992-09-07)7 September 1992 (aged 28)
(1997-05-14)14 May 1997 (aged 24)
(1989-05-18)18 May 1989 (aged 32)
(1989-04-19)19 April 1989 (aged 32)
(1992-06-24)24 June 1992 (aged 28)
(1994-03-17)17 March 1994 (aged 27)
(1995-08-07)7 August 1995 (aged 25)
(1994-04-18)18 April 1994 (aged 27)
(1987-11-13)13 November 1987 (aged 33)
(1994-07-09)9 July 1994 (aged 26)
(1988-01-02)2 January 1988 (aged 33)
(1996-07-11)11 July 1996 (aged 24)
(1987-02-24)24 February 1987 (aged 34)
(1994-12-29)29 December 1994 (aged 26)
(1994-02-07)7 February 1994 (aged 27)
(1999-08-01)1 August 1999 (aged 21)
(1992-03-17)17 March 1992 (aged 29)
(1992-08-27)27 August 1992 (aged 28)
(1996-03-24)24 March 1996 (aged 25)
(1997-09-28)28 September 1997 (aged 23)
(1997-05-27)27 May 1997 (aged 24)
(1997-07-07)7 July 1997 (aged 23)
(1998-03-16)16 March 1998 (aged 23)
(1982-09-22)22 September 1982 (aged 38)
(1992-01-15)15 January 1992 (aged 29)
(1999-08-12)12 August 1999 (aged 21)
(1995-02-18)18 February 1995 (aged 26)
(1999-11-28)28 November 1999 (aged 21)
(1992-02-05)5 February 1992 (aged 29)
(1991-12-19)19 December 1991 (aged 29)
(1990-11-11)11 November 1990 (aged 30)
(1990-08-27)27 August 1990 (aged 30)
(1994-02-13)13 February 1994 (aged 27)
(1992-01-04)4 January 1992 (aged 29)
(1990-08-29)29 August 1990 (aged 30)
(1988-04-03)3 April 1988 (aged 33)
(1993-02-21)21 February 1993 (aged 28)
(1991-03-29)29 March 1991 (aged 30)
(2002-05-16)16 May 2002 (aged 19)
(1990-03-09)9 March 1990 (aged 31)
(1999-01-19)19 January 1999 (aged 22)
(1992-08-07)7 August 1992 (aged 28)
(1997-05-12)12 May 1997 (aged 24)
(1996-04-18)18 April 1996 (aged 25)
(1991-03-10)10 March 1991 (aged 30)
(1998-02-28)28 February 1998 (aged 23)
(2001-06-17)17 June 2001 (aged 19)
(1999-05-07)7 May 1999 (aged 22)
(1993-12-25)25 December 1993 (aged 27)
(1994-01-07)7 January 1994 (aged 27)
(1995-02-10)10 February 1995 (aged 26)
(1990-10-22)22 October 1990 (aged 30)
(1991-05-29)29 May 1991 (aged 30)
(1994-11-13)13 November 1994 (aged 26)
(1987-04-18)18 April 1987 (aged 34)
(1992-02-12)12 February 1992 (aged 29)
(1992-09-05)5 September 1992 (aged 28)
(1983-07-27)27 July 1983 (aged 37)
(1990-06-18)18 June 1990 (aged 30)
(1998-09-05)5 September 1998 (aged 22)
(1992-02-12)12 February 1992 (aged 29)
(1995-06-21)21 June 1995 (aged 25)
(1996-03-04)4 March 1996 (aged 25)
(1994-07-28)28 July 1994 (aged 26)
(1995-07-02)2 July 1995 (aged 25)
(1997-04-23)23 April 1997 (aged 24)
(1988-02-20)20 February 1988 (aged 33)
(1990-08-23)23 August 1990 (aged 30)
(1999-09-24)24 September 1999 (aged 21)
(1995-03-18)18 March 1995 (aged 26)
(1995-02-10)10 February 1995 (aged 26)
(1995-02-20)20 February 1995 (aged 26)
(2000-07-11)11 July 2000 (aged 20)
(1998-04-08)8 April 1998 (aged 23)
(1994-05-31)31 May 1994 (aged 27)
(1995-04-20)20 April 1995 (aged 26)
(2002-09-01)1 September 2002 (aged 18)
(1991-03-15)15 March 1991 (aged 30)
(1991-05-02)2 May 1991 (aged 30)
(1989-08-08)8 August 1989 (aged 31)
(1989-10-23)23 October 1989 (aged 31)
(1993-05-04)4 May 1993 (aged 28)
(1995-11-27)27 November 1995 (aged 25)
(1998-10-04)4 October 1998 (aged 22)
(1988-06-07)7 June 1988 (aged 33)
(1984-06-28)28 June 1984 (aged 36)
(2002-09-01)1 September 2002 (aged 18)
(1991-05-21)21 May 1991 (aged 30)
(1997-11-15)15 November 1997 (aged 23)
(1999-05-29)29 May 1999 (aged 22)
(1996-12-15)15 December 1996 (aged 24)
(1990-09-26)26 September 1990 (aged 30)
(1996-03-31)31 March 1996 (aged 25)
(1996-08-03)3 August 1996 (aged 24)
(1992-06-02)2 June 1992 (aged 29)
(1996-05-02)2 May 1996 (aged 25)
(2001-08-01)1 August 2001 (aged 19)
(1997-01-20)20 January 1997 (aged 24)
(1999-02-17)17 February 1999 (aged 22)
(1997-06-21)21 June 1997 (aged 23)
(1995-01-09)9 January 1995 (aged 26)
(1992-01-10)10 January 1992 (aged 29)
(1992-11-10)10 November 1992 (aged 28)
(1989-02-02)2 February 1989 (aged 32)
(1996-09-17)17 September 1996 (aged 24)
(1989-07-05)5 July 1989 (aged 31)
(1998-06-23)23 June 1998 (aged 22)
(1994-05-06)6 May 1994 (aged 27)
(1991-06-19)19 June 1991 (aged 29)
(1985-09-09)9 September 1985 (aged 35)
(1992-11-16)16 November 1992 (aged 28)
(1990-04-03)3 April 1990 (aged 31)
(1997-10-04)4 October 1997 (aged 23)
(1991-07-22)22 July 1991 (aged 29)
(1995-02-09)9 February 1995 (aged 26)
(1991-06-19)19 June 1991 (aged 29)
(1993-09-21)21 September 1993 (aged 27)
(1992-12-29)29 December 1992 (aged 28)
(1989-02-25)25 February 1989 (aged 32)
(1994-09-16)16 September 1994 (aged 26)
(1989-04-29)29 April 1989 (aged 32)
(1995-08-16)16 August 1995 (aged 25)
(1993-03-17)17 March 1993 (aged 28)
(1999-12-10)10 December 1999 (aged 21)
(2002-01-23)23 January 2002 (aged 19)
(1998-11-26)26 November 1998 (aged 22)
(1989-03-29)29 March 1989 (aged 32)
(1992-04-25)25 April 1992 (aged 29)
(1989-06-18)18 June 1989 (aged 31)
(1992-08-06)6 August 1992 (aged 28)
(1992-08-22)22 August 1992 (aged 28)
(1993-05-15)15 May 1993 (aged 28)
(1994-12-03)3 December 1994 (aged 26)
(1990-08-08)8 August 1990 (aged 30)
(1993-03-31)31 March 1993 (aged 28)
(1996-01-24)24 January 1996 (aged 25)
(1993-03-15)15 March 1993 (aged 28)
(1993-02-12)12 February 1993 (aged 28)
(1994-05-04)4 May 1994 (aged 27)
(1996-01-19)19 January 1996 (aged 25)
(1995-02-27)27 February 1995 (aged 26)
(1992-04-21)21 April 1992 (aged 29)
(2000-11-08)8 November 2000 (aged 20)
(1991-01-11)11 January 1991 (aged 30)
(2002-07-25)25 July 2002 (aged 18)
(1992-05-01)1 May 1992 (aged 29)
(1998-05-19)19 May 1998 (aged 23)
(1996-06-03)3 June 1996 (aged 25)
(1992-08-26)26 August 1992 (aged 28)
(1989-05-26)26 May 1989 (aged 32)
(1993-06-24)24 June 1993 (aged 27)
(1999-05-31)31 May 1999 (aged 22)
(1994-03-07)7 March 1994 (aged 27)
(1990-05-28)28 May 1990 (aged 31)
(1995-07-12)12 July 1995 (aged 25)
(1999-01-14)14 January 1999 (aged 22)
(1994-05-28)28 May 1994 (aged 27)
(1993-03-05)5 March 1993 (aged 28)
(1995-09-10)10 September 1995 (aged 25)
(1990-06-17)17 June 1990 (aged 30)
(1993-07-28)28 July 1993 (aged 27)
(1994-12-08)8 December 1994 (aged 26)
(1997-10-31)31 October 1997 (aged 23)
(1990-09-19)19 September 1990 (aged 30)
(1997-03-12)12 March 1997 (aged 24)
(1998-05-14)14 May 1998 (aged 23)
(1995-12-02)2 December 1995 (aged 25)
(1993-03-13)13 March 1993 (aged 28)
(1993-02-25)25 February 1993 (aged 28)
(2000-03-25)25 March 2000 (aged 21)
(1997-03-16)16 March 1997 (aged 24)
(1999-01-10)10 January 1999 (aged 22)
(2000-05-28)28 May 2000 (aged 21)
(1996-12-21)21 December 1996 (aged 24)
(1997-10-08)8 October 1997 (aged 23)
(1993-03-25)25 March 1993 (aged 28)
(1999-12-08)8 December 1999 (aged 21)
(2001-09-05)5 September 2001 (aged 19)
(2003-06-29)29 June 2003 (aged 17)
(1985-03-05)5 March 1985 (aged 36)
(1992-05-11)11 May 1992 (aged 29)
(1994-03-11)11 March 1994 (aged 27)
(1996-12-08)8 December 1996 (aged 24)
(1991-11-20)20 November 1991 (aged 29)
(1997-06-05)5 June 1997 (aged 24)
(1994-10-18)18 October 1994 (aged 26)
(1993-06-14)14 June 1993 (aged 27)
(1995-10-07)7 October 1995 (aged 25)
(1996-07-13)13 July 1996 (aged 24)
(1995-02-22)22 February 1995 (aged 26)
(1982-12-31)31 December 1982 (aged 38)
(1997-11-05)5 November 1997 (aged 23)
(1991-08-24)24 August 1991 (aged 29)
(1991-02-13)13 February 1991 (aged 30)
(1991-08-30)30 August 1991 (aged 29)
(1992-03-30)30 March 1992 (aged 29)
(1999-07-10)10 July 1999 (aged 21)
(1997-03-08)8 March 1997 (aged 24)
(1994-02-24)24 February 1994 (aged 27)
(1987-09-09)9 September 1987 (aged 33)
(2001-10-16)16 October 2001 (aged 19)
(2001-06-11)11 June 2001 (aged 20)
(1995-05-07)7 May 1995 (aged 26)
(1991-07-07)7 July 1991 (aged 29)
(1996-11-12)12 November 1996 (aged 24)
(1990-04-18)18 April 1990 (aged 31)
(2000-06-21)21 June 2000 (aged 20)
(1995-05-20)20 May 1995 (aged 26)
(1994-06-11)11 June 1994 (aged 27)
(1996-04-12)12 April 1996 (aged 25)
(2003-10-16)16 October 2003 (aged 17)
(1995-02-02)2 February 1995 (aged 26)
(1988-08-21)21 August 1988 (aged 32)
(1990-01-29)29 January 1990 (aged 31)
(1997-01-23)23 January 1997 (aged 24)
(1991-05-05)5 May 1991 (aged 30)
(1989-08-19)19 August 1989 (aged 31)
(1990-06-13)13 June 1990 (aged 30)
(1988-02-03)3 February 1988 (aged 33)
(1999-04-07)7 April 1999 (aged 22)
(1998-03-23)23 March 1998 (aged 23)
(1992-07-12)12 July 1992 (aged 28)
(1995-04-12)12 April 1995 (aged 26)
(1994-05-20)20 May 1994 (aged 27)
(1998-04-22)22 April 1998 (aged 23)
(1985-04-18)18 April 1985 (aged 36)
(1997-03-14)14 March 1997 (aged 24)
(1992-12-28)28 December 1992 (aged 28)
(1995-09-09)9 September 1995 (aged 25)
(1999-01-23)23 January 1999 (aged 22)
(1989-01-15)15 January 1989 (aged 32)
(1986-10-30)30 October 1986 (aged 34)
(1996-04-10)10 April 1996 (aged 25)
(1995-12-11)11 December 1995 (aged 25)
(1995-12-02)2 December 1995 (aged 25)
(1991-01-29)29 January 1991 (aged 30)
(1989-11-30)30 November 1989 (aged 31)
(1994-12-05)5 December 1994 (aged 26)
(1999-11-18)18 November 1999 (aged 21)
(2002-06-07)7 June 2002 (aged 19)
(1997-09-09)9 September 1997 (aged 23)
(1985-05-21)21 May 1985 (aged 36)
(1992-04-22)22 April 1992 (aged 29)
(1995-02-11)11 February 1995 (aged 26)
(1985-09-17)17 September 1985 (aged 35)
(1997-12-13)13 December 1997 (aged 23)
(1987-07-27)27 July 1987 (aged 33)
(1996-05-26)26 May 1996 (aged 25)
(1987-02-26)26 February 1987 (aged 34)
(1991-03-08)8 March 1991 (aged 30)
(1988-06-01)1 June 1988 (aged 33)
(1994-11-25)25 November 1994 (aged 26)
(1996-12-13)13 December 1996 (aged 24)
(1995-03-02)2 March 1995 (aged 26)
(1996-05-25)25 May 1996 (aged 25)
(1993-09-13)13 September 1993 (aged 27)
(1990-11-07)7 November 1990 (aged 30)
(1989-08-28)28 August 1989 (aged 31)
(1993-08-16)16 August 1993 (aged 27)
(1997-01-16)16 January 1997 (aged 24)
(1988-07-16)16 July 1988 (aged 32)
(1995-01-30)30 January 1995 (aged 26)
(1992-10-23)23 October 1992 (aged 28)
(1992-01-08)8 January 1992 (aged 29)
(1992-04-07)7 April 1992 (aged 29)
(1991-04-11)11 April 1991 (aged 30)
(2000-02-29)29 February 2000 (aged 21)
(2001-01-09)9 January 2001 (aged 20)
(1997-11-18)18 November 1997 (aged 23)
(1995-05-25)25 May 1995 (aged 26)
(1996-06-22)22 June 1996 (aged 24)
(1996-04-03)3 April 1996 (aged 25)
(1989-03-21)21 March 1989 (aged 32)
(1998-05-07)7 May 1998 (aged 23)
(1996-01-25)25 January 1996 (aged 25)
(1997-04-21)21 April 1997 (aged 24)
(1992-05-11)11 May 1992 (aged 29)
(1997-06-11)11 June 1997 (aged 24)
(1994-05-27)27 May 1994 (aged 27)
(2002-11-25)25 November 2002 (aged 18)
(1990-01-08)8 January 1990 (aged 31)
(1986-12-13)13 December 1986 (aged 34)
(1994-07-17)17 July 1994 (aged 26)
(1985-04-16)16 April 1985 (aged 36)
(1988-04-12)12 April 1988 (aged 33)
(1994-04-21)21 April 1994 (aged 27)
(1985-06-06)6 June 1985 (aged 36)
(1989-07-28)28 July 1989 (aged 31)
(1986-08-17)17 August 1986 (aged 34)
(1991-10-23)23 October 1991 (aged 29)
(1999-09-21)21 September 1999 (aged 21)
(1990-01-28)28 January 1990 (aged 31)
(1987-02-07)7 February 1987 (aged 34)
(1993-04-22)22 April 1993 (aged 28)
(1993-09-30)30 September 1993 (aged 27)
(1994-08-02)2 August 1994 (aged 26)
(1992-01-02)2 January 1992 (aged 29)
(1991-02-13)13 February 1991 (aged 30)
(1999-01-05)5 January 1999 (aged 22)
(1995-06-30)30 June 1995 (aged 25)
(2000-04-25)25 April 2000 (aged 21)
(1993-10-09)9 October 1993 (aged 27)
(1989-06-23)23 June 1989 (aged 31)
(1989-04-08)8 April 1989 (aged 32)
(1997-06-20)20 June 1997 (aged 23)
(1999-08-10)10 August 1999 (aged 21)
(1986-12-26)26 December 1986 (aged 34)
(1996-03-28)28 March 1996 (aged 25)
(1995-08-13)13 August 1995 (aged 25)
(1993-04-25)25 April 1993 (aged 28)
(1995-06-17)17 June 1995 (aged 25)
(1993-03-15)15 March 1993 (aged 28)
(1991-03-21)21 March 1991 (aged 30)
(1995-11-12)12 November 1995 (aged 25)
(1986-09-30)30 September 1986 (aged 34)
(1998-12-20)20 December 1998 (aged 22)
(1997-05-15)15 May 1997 (aged 24)
(1994-08-03)3 August 1994 (aged 26)
(1991-03-29)29 March 1991 (aged 30)
(1995-04-03)3 April 1995 (aged 26)
(1994-10-27)27 October 1994 (aged 26)
(1985-03-28)28 March 1985 (aged 36)
(1989-08-16)16 August 1989 (aged 31)
(1993-07-20)20 July 1993 (aged 27)
(1987-12-19)19 December 1987 (aged 33)
(1996-06-13)13 June 1996 (aged 24)
(1996-02-14)14 February 1996 (aged 25)
(1990-08-12)12 August 1990 (aged 30)
(1995-07-03)3 July 1995 (aged 25)
(1994-09-14)14 September 1994 (aged 26)
(1998-11-12)12 November 1998 (aged 22)
(1997-08-06)6 August 1997 (aged 23)
(1986-03-27)27 March 1986 (aged 35)
(1993-03-03)3 March 1993 (aged 28)
(1991-09-27)27 September 1991 (aged 29)
(1994-01-19)19 January 1994 (aged 27)
(1988-12-16)16 December 1988 (aged 32)
(1995-02-08)8 February 1995 (aged 26)
(1999-06-11)11 June 1999 (aged 22)
(1990-01-04)4 January 1990 (aged 31)
(1992-07-30)30 July 1992 (aged 28)
(1995-07-14)14 July 1995 (aged 25)
(1996-03-06)6 March 1996 (aged 25)
(1992-03-04)4 March 1992 (aged 29)
(1992-07-14)14 July 1992 (aged 28)
(2003-02-26)26 February 2003 (aged 18)
(1995-09-03)3 September 1995 (aged 25)
(1996-06-03)3 June 1996 (aged 25)
(1997-03-16)16 March 1997 (aged 24)
(1995-02-06)6 February 1995 (aged 26)
(1996-01-11)11 January 1996 (aged 25)
(1994-07-05)5 July 1994 (aged 26)
(1990-10-24)24 October 1990 (aged 30)
(1990-07-08)8 July 1990 (aged 30)
(1994-01-12)12 January 1994 (aged 27)
(1996-07-17)17 July 1996 (aged 24)
(1989-09-13)13 September 1989 (aged 31)
(1993-02-28)28 February 1993 (aged 28)
(1990-05-06)6 May 1990 (aged 31)
(1993-01-17)17 January 1993 (aged 28)
(1996-01-04)4 January 1996 (aged 25)
(1998-01-20)20 January 1998 (aged 23)
(1990-02-17)17 February 1990 (aged 31)
(1992-11-03)3 November 1992 (aged 28)
(1991-01-15)15 January 1991 (aged 30)
(1995-06-17)17 June 1995 (aged 25)
(1987-12-09)9 December 1987 (aged 33)
(1988-01-15)15 January 1988 (aged 33)
(1994-07-27)27 July 1994 (aged 26)
(1990-11-16)16 November 1990 (aged 30)
(1999-04-13)13 April 1999 (aged 22)
(1988-09-01)1 September 1988 (aged 32)
(1994-04-08)8 April 1994 (aged 27)
(1996-03-02)2 March 1996 (aged 25)
(1990-01-23)23 January 1990 (aged 31)
(1990-11-30)30 November 1990 (aged 30)
(1996-03-30)30 March 1996 (aged 25)
(1997-05-22)22 May 1997 (aged 24)
(1994-08-25)25 August 1994 (aged 26)
(1987-09-27)27 September 1987 (aged 33)
(1987-12-31)31 December 1987 (aged 33)
(2000-09-27)27 September 2000 (aged 20)
(1995-03-15)15 March 1995 (aged 26)
(1999-11-22)22 November 1999 (aged 21)
(1988-02-15)15 February 1988 (aged 33)
(1993-11-16)16 November 1993 (aged 27)
(1983-02-26)26 February 1983 (aged 38)
(1997-05-14)14 May 1997 (aged 24)
(1993-12-22)22 December 1993 (aged 27)
(1983-12-22)22 December 1983 (aged 37)
(1985-02-05)5 February 1985 (aged 36)
(1986-09-08)8 September 1986 (aged 34)
(1995-11-06)6 November 1995 (aged 25)
(1994-08-10)10 August 1994 (aged 26)
(1994-09-08)8 September 1994 (aged 26)
(1990-10-01)1 October 1990 (aged 30)
(1991-09-09)9 September 1991 (aged 29)
(1992-04-07)7 April 1992 (aged 29)
(1993-05-17)17 May 1993 (aged 28)
(1997-08-18)18 August 1997 (aged 23)
(1996-11-29)29 November 1996 (aged 24)
(1997-03-13)13 March 1997 (aged 24)
(1998-06-28)28 June 1998 (aged 22)
(1999-03-18)18 March 1999 (aged 22)
(1996-12-04)4 December 1996 (aged 24)
(1994-02-07)7 February 1994 (aged 27)
(1999-11-10)10 November 1999 (aged 21)
(1992-06-02)2 June 1992 (aged 29)
(2002-06-19)19 June 2002 (aged 18)
(1995-07-09)9 July 1995 (aged 25)
